num,question,answer,filename,
1,"下列有關氣運動的敘述，何者錯誤？
(A)元氣通過三焦而流行於全身
(B)人體生命的活動，即是氣機
(C)就局部來看，每個臟腑的生理活動，都必須具備升降出入四種形式
(D)就局部來看，不是每個臟腑氣機的升降出入運動間必須保持平衡",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
2,"依《素問．四氣調神大論》所記載的四時養生方法，其中可使志安寧，收斂神氣，無外其志，為何
季節的養生之道？
(A)冬季 (B)秋季 (C)春季 (D)夏季",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
3,"依《素問．四氣調神大論》所記載的四時養生方法，若違逆春季養生法，會產生下列何種身體的病
理變化？
(A)逆之則傷脾，夏為寒變，奉長者少 (B)逆之則傷心，冬為寒變，奉長者少
(C)逆之則傷肝，夏為寒變，奉長者少 (D)逆之則傷肺，冬為寒變，奉長者少",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
4,"對於代脈、結脈、促脈之辨別，依《難經》所記載與病患臨床表現，下列何者正確？
(A)結脈為臟氣衰微與脾氣脫絕的表現
(B)結脈脈象主邪熱內陷體衰
(C)代脈指脈搏止有定數，動而中止，不能自還，主死
(D)促脈脈象往來緩，時一止復來，主氣鬱、血瘀",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
5,"70歲帕金森氏症患者，目閉而不視人，有關其致病病機之論述，下列何者正確？
(A)此因衛氣留於陽，不得行於陰故目閉
(B)此因衛氣留於陰，不得行於陽故目閉
(C)其衛氣亢進不得入於陰，常留於陽，不得入於陰則陰氣虛，故目閉
(D)其血脈衰，氣道澀，經脈不通，五臟之氣相搏，其衛氣亢進，故目閉",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
6,"依《靈樞．經脈》，十五別絡中，任脈之別，名稱為何？
(A)大包 (B)虛里 (C)長強 (D)尾翳",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
7,"50 歲女性患者罹患大腸激躁症已二年，經常腹瀉，四肢無力，有關其可能之致病病機，下列何者最
正確？
(A)四肢皆稟氣於脾，脾經之氣不得隨經絡下行至四肢，故四肢無力
(B)四肢皆稟氣於胃，脾病不能為胃行其水穀津液之化生，故四肢無力
(C)四肢皆稟氣於肝，肝氣虛故氣道不利，筋骨肌肉皆無氣血以生，故四肢無力
(D)四肢皆稟氣於肺，肺氣虛故氣道不利，筋骨肌肉皆無氣血以生，故四肢無力",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
8,"23 歲學生暑假吃冰後，遇雷陣雨，全身濕透，隔天鼻塞清涕一天，頭暈重困倦，發燒 38.5℃，惡風
寒，腹脹沒有食慾，腹水瀉日五至六行，舌質淡紅，脈濡，有關其可能之致病病機，下列何者正確？
(A)寒濕之邪，入陽經化熱閉塞，故腹部脹滿而納差
(B)寒濕之邪，上先受之，而後隨陽經下行至手足末端
(C)寒濕之邪，入脾經，故腹部脹滿而水瀉
(D)寒濕之邪，入陽經，故身發熱，入陰經，故困倦
代號：2103
頁次：6－2",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
9,"有關突然昏厥的病機之論述，下列何者較正確？
(A)陰氣盛於上，則上虛，上虛則昏亂不知人
(B)陰氣盛於上，則下虛邪氣逆，逆則陰氣亂，故昏亂不知人
(C)陽氣盛於上，則下氣重上而邪氣逆，逆則陽氣亂，陽氣亂故昏亂不知人
(D)陽氣盛於下，則邪氣逆，熱氣在中，熱擾神明故昏亂不知人",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
10,"腎能聚水而病水腫之原因為何？
(A)病腎風者，寒氣客於腸外，故身目浮腫
(B)水腫之候，陰股間寒，足脛腫，屬太陰經之所病
(C)腎者，胃之關，關門不利，故聚水溢於皮膚，故水腫
(D)病腎風者，寒氣客於皮膚之間，腹脹大一身盡腫",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
11,"40 歲女性，已有二個小孩，近三年來月經週期先後不定期，且月經前及經來小腹抽痛三四天，合併
下墜感，並摸到小腹如拳頭大之硬塊，推之可動，經來量大夾血塊，西醫診斷懷疑為子宮腺肌症之
病人。有關其中醫診斷及病機之相關論述，下列何者正確？
(A)此由於寒氣客於子門，氣不得通，惡血當瀉不瀉，衃以留止，日以益大所致
(B)此由於寒氣客於腸外，與衛氣相搏，氣不得榮，癖而內著，瘜肉乃生所致
(C)此由於寒氣客於背俞之脈，氣不得通，惡血當瀉不瀉，衃以留止，日以益大所致
(D)此由於寒氣客於腸胃之間，膜原之下，血不得散，癖而內著，瘜肉乃生所致",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
12,"50歲肝硬化之男性病人，腹部皮膚呈現青黃色，腹脹大而起青筋，全身腫。其診斷為下列何者？
(A)膚脹 (B)風水 (C)皮水 (D)鼓脹",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
13,"患者由前臂內側，肘至腕處中路麻痛，西醫診斷為神經壓迫症，依中醫觀點，應是影響到那一條經絡？
(A)肺經 (B)心包經 (C)心經 (D)大腸經",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
14,"有關肉痿的病因病機之論述，下列何者正確？
(A)數飲而出不得，中氣喘爭，時發飧泄 (B)多汗惡風，身體怠墮，四肢不欲動
(C)久居濕地，肌肉濡漬，痹而不仁 (D)食飲不下，鬲塞不通，腹善滿",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
15,"60 歲停經之女性，家住山腳下，長期全身關節疼痛，下雨天甚，有關其致病病機之相關機理論述，
下列何者正確？
(A)衛氣慓疾滑利，不能入於脈也，循皮膚之中，分肉之間，逆其氣與風寒濕合故病痹
(B)營者，水穀之精氣，和調於五臟，循皮膚之中，逆其氣與風寒濕合故病痹
(C)營者，水穀之悍氣，和調於五臟，灑陳於六腑，逆其氣與風寒濕合故病痹
(D)衛氣，循皮膚之中，分肉之間，熏於肓膜，散於五臟，逆其氣與風寒濕合故病痹",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
16,"18歲高三女學生，其經來第一、二天小腹痛，血塊出則痛減，按壓則痛甚，有關其致病病機之論述，
下列何者正確？
(A)寒氣客於脈外，與衛氣相薄而脈滿而痛，故按之則痛甚
(B)寒氣客於厥陰之大絡，故脈泣而血虛，故相引而痛，按之無益
(C)寒氣客於脈中，與衛氣相薄而脈滿而痛，故按之則痛甚
(D)寒氣客於衝脈，故脈泣而血虛，故相引而痛，按之無益",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
17,"下列配對何者錯誤？
(A)督脈-十二經脈之海 (B)任脈-陰脈之海
(C)衝脈-血海 (D)陽維-一身在表之經",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
18,"10歲小兒感染肺炎後，發高燒至39℃，舌質紅，脈數，經治療五天後燒已退，但仍有咳嗽清涕等症
，有關此時之飲食衛教，下列何者正確？
(A)此時體力不佳，應多食用肉類蛋白質以補充體力
(B)若小兒胃口不佳，勿勉強其進食
(C)不論小兒胃口好不好，皆要鼓勵勉強其進食
(D)若小兒胃口佳，一定要吃飽一點，才會恢復得快
代號：2103
頁次：6－3",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
19,"依《素問．熱論》論述，對於人之傷於寒，其所產生的症狀與病程表現，下列何者錯誤？
(A)人之傷於寒，則為病熱，熱雖甚不死，兩感於寒而病者，必不免於死
(B)巨陽受之，頭項痛，腰脊強
(C)陽明受之，身熱目疼而鼻乾，不得臥也
(D)少陽受之，胸痛而腹滿嗌乾",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
20,"對於病患產生痛的症狀，尤其是伴隨不可按的表現，依《素問．舉痛論》所記載的病理表現，下列
何者正確？
(A)脈外有寒氣，會產生經脈弛緩的表現
(B)寒氣與人體的陽氣對抗，則經脈縮小，所以痛甚而不可按之
(C)病位產生血氣亂的表現時，產生輕度的痛症
(D)寒氣客於經脈之中，與衛氣相搏，邪實於經，所以脈滿而痛，不可按之",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
21,"濕證見發熱、惡寒、自汗，則為濕在何處？
(A)肌表 (B)經絡 (C)肌肉 (D)臟腑",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
22,"病患出現腹大如懷子之狀，按之堅硬，推之則移，依《靈樞．水脹》所記載，其診斷與病機下列何
者正確？
(A)會有月事以時下，為腸覃之候 (B)會有月事不以時下，常生於女子
(C)濕熱氣客於脈外，與衛氣相搏，氣不得榮 (D)為生於胞中，易出現全身腫脹",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
23,"下列何者為肺失宣肅導致肺陰不足的最重要與常見的病機？
(A)通調水道功能失調，水液代謝失常 (B)兼夾外邪，鬱久化火傷陰
(C)氣血生成不足 (D)氣逆耗陰",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
24,"下列有關六腑的病機敘述，正確的有幾項？①小腸的泌別清濁功能失調，可歸屬於脾的升清與胃的
降濁功能失調之內 ②膀胱氣化不利，亦即腎的氣化功能失司 ③濕熱、寒濕與大腸之氣血相搏，
氣滯血瘀可致下痢赤白，裏急後重 ④膽為中正之官，決斷出焉，故寒邪犯膽，可出現所謂膽小怕
事的膽寒心理狀態
(A)1 (B)2 (C)3 (D)4",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
25,"中醫所謂「戴陽」證，其主要的病機為何？
(A)陰盛格陽 (B)陽盛格陰 (C)亡陰 (D)亡陽",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
26,"若病強烈的疼痛而導致的昏厥，其病機多為下列何者所致？
(A)氣陷 (B)氣逆 (C)氣脫 (D)氣閉",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
27,"下列何者非痰在經絡筋骨所常見的病症？
(A)肢體麻木 (B)半身不遂 (C)陰疽流注 (D)胸悶心悸",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
28,"有關風邪的特點論述，下列何者正確？
(A)風氣藏於分肉之間，內不得泄，外不得通 (B)風者，善行而數變，其寒也，則消肌肉
(C)風者，善行而數變，其熱也，則衰食飲 (D)風者，百病之長，至其變化，乃為他病",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
29,"當思考「耳中常聞蟬鳴聲」之病因病機，下列何者最合理？
(A)暑邪閉竅 (B)心血虛 (C)肝膽火升 (D)心火上炎",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
30,"關於「噎膈」、「反胃」及「翻胃」之論述，下列何者錯誤？
(A)噎膈症十死八九，反胃症十愈八九
(B)噎膈初起多因恚怒，以致陽結於上，陰涸於下
(C)翻胃者，食入即翻出；病因為痰熱壅阻膈間
(D)反胃者，早食晚吐、晚食朝吐；病因為胃火熾盛",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
31,"關於外感寒邪對人體影響，下列何者正確？
(A)寒可為來自於天地之寒 (B)寒邪之影響，拘於冬季
(C)寒邪侵襲肌表，損傷衛陽者，為「中寒」 (D)寒邪直中臟腑，損傷臟腑陽氣者，為「傷寒」",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
32,"依《素問．生氣通天論》對病因病機的論述，下列何者非「因於濕」的臨床表現？
(A)大筋緛短 (B)首如裹 (C)小筋弛長 (D)腫",D,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
33,"依《素問．四氣調神大論》所記載的夏季節氣的特性與養生之道，下列何者正確？
(A)天地氣交，萬物華實，夜臥早起 (B)使志無怒，使氣不得泄
(C)逆之則傷肝，冬至重病 (D)夏天發陳，使華英成秀
代號：2103
頁次：6－4",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
34,"依《素問．上古天真論》聖人傳下的教導，要會依時序避免虛邪賊風，且心性若能恬淡虛無，下列
何者的運作即會遵從自然的運行？
(A)臟腑 (B)筋肉 (C)真氣 (D)精神",C,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
35,"下列那些是《素問．上古天真論》所記載的上古之人的養生做法，因而能形與神俱？①食飲有節
②不時御神 ③起居有常 ④不妄作勞 ⑤逆於生樂
(A)①③④ (B)②④⑤ (C)①②③④ (D)①②③⑤",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
36,"依《素問．生氣通天論》所記載，人體陽氣一日的變化與相關養生的原則，下列何者正確？
(A)平旦而陽氣隆，日西而陽氣虛
(B)無擾筋骨，無見霧露，是重要的養生法則
(C)平旦時氣門閉
(D)平旦時陽氣收拒",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
37,"關於內因之「火」，下列論述何者錯誤？
(A)情慾想望過度，則為少火生氣 (B)大怒則火起於肝
(C)怵惕思慮則火起於心 (D)醉飽則火起於脾胃",A,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
38,"關於《素問．痿論》對於痿症症狀、病因病機及治則的描述，下列何者錯誤？
(A)症狀包括皮毛虛弱急薄，脛縱不任地，腰脊不舉，筋急而攣者
(B)因肝腎陰虛加以馳用過度所致
(C)因肺熱葉焦，不能輸布津液於四肢
(D)治痿獨取陽明，因陽明主潤宗筋，束骨而利機關也",B,101-中醫基礎醫學（一）（包括中醫醫學史、中醫基礎理論、內經、難經）.csv,
