num,question,answer,filename
43,"依《金匱要略‧消渴小便利淋病脈證并治》所述，由豬苓（去皮）、茯苓、白朮、桂（去皮）、澤
瀉等組成之處方，用於治療下列何證最正確？
(A)脈浮發熱，渴欲飲水，小便利 (B)渴欲飲水不止
(C)脈浮，小便不利，微熱消渴者 (D)渴欲飲水，口乾舌燥",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
44,"依《金匱要略‧嘔吐噦下痢病脈證并治》所述：「胃反，吐而渴欲飲水者」，治以下列何方最適宜？
(A)茯苓澤瀉湯 (B)澤瀉湯 (C)茯苓導水湯 (D)茯苓半夏湯",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
45,"46 歲男性患者，因經常性腰痛前來求診，有腰痛如冰，上連背脊，惡寒拘急，喜得熱按，脈緊，治
以下列何方較為適宜？
(A)六味地黃丸 (B)五積散 (C)青蛾丸 (D)獨活寄生湯",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
46,"王先生患病身目俱黃，黃色晦暗，或如煙熏，腹脹大便不實，口淡不渴，神疲畏寒，舌質淡，苔白
滑膩，脈濡緩或沉遲者，以下列何治法最適宜？
(A)清熱利濕 (B)芳香化濁 (C)清熱解毒 (D)溫化寒濕",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
47,"下列何者不是癲癇發病之特點？
(A)心悸短氣 (B)發作時間短暫 (C)反覆發作 (D)突然昏仆",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
48,"引起心悸的病因病機很多，下列何者錯誤？
(A)陰虛火旺，陰虛於下，陽擾於上 (B)心氣不足，運血無力，心失所養
(C)心虚膽怯，心不藏神，膽無決斷 (D)飲食不當，膏梁厚味，濕濁困脾",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
49,"王董應酬飲酒過多後，感覺胃中空虛、似飢非飢、似辣非辣、似痛非痛、胸膈懊憹、莫可名狀、噁
心、吐酸、心煩易怒、口渴、喜冷、舌質紅、苔黃，下列敘述那些選項最正確？①證屬痰火鬱結，
胃失和降之胃熱嘈雜 ②證屬痰濕內阻 ③治法清胃泄熱，濡養胃陰 ④方藥：溫膽湯治療
(A)①① (B)①① (C)①① (D)①①",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
50,"有關心痛的敘述，下列何者錯誤？
(A)治療原則以補、通為主
(B)病機為本虛標實
(C)虛證者，除權衡心臟陰陽氣血之不足外，應考慮肝、脾、腎等臟之虧虛
(D)寒凝者為虛證，應給予溫通之法",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
51,"患者胃痛病證，服用良附丸效佳，下列敘述那些選項較適宜？①胃痛暴作，畏寒喜暖，脘腹得溫則
減遇寒則甚 ②乏力神疲，四肢欠溫，大便溏瀉 ③舌苔薄白，脈弦緊 ④病機為脾胃虛寒，胃絡
失於溫養
(A)①① (B)①① (C)①① (D)①①
代號：1102
頁次：8－6",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
52,"56 歲女性患者，主訴雖有便意，但坐在馬桶上常用力到汗出短氣卻解不出來，便後疲倦無力更甚。
根據病情，下列敘述何者正確？
(A)本病病機為血虛津少，腸失濡潤，而為血虛便秘
(B)本病人可能平素陽氣虛弱，嗜食生冷，故造成冷秘證
(C)治宜黃耆湯
(D)治宜脾約麻仁丸",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
53,"有關嘔吐的論述，下列那些最正確？①嘔吐因於胃腸實熱，又兼大便秘結，切不可下，恐逆病勢
②《丹溪心法‧嘔吐》的論治中指出：胃中有熱，膈上有痰者，可用二陳湯加炒山梔、黃連、生薑
治療 ③胃有癰膿、痰飲、食滯所引起的嘔吐均可選用降逆止嘔之劑，冀其胃氣調和，使嘔吐自止，
不可以使用吐法 ④瓜蔞仁、桃仁、阿魏不宜作止嘔之劑
(A)①① (B)①① (C)①① (D)①①",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
54,"咳嗽的病因有外感、內傷兩大類，外感咳嗽為六淫外邪侵襲肺系，下列那位醫家主張「六氣皆令人
咳，風寒為主」，認為以風邪挾寒者居多？
(A)張仲景 (B)張子和 (C)劉完素 (D)張景岳",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
55,"50 歲吳女士，主訴肢體浮腫，身體沉重又疼痛，惡寒無汗，胸悶喘咳，舌苔白兼黃，脈弦緊。診斷
與治療方劑，下列何者正確？
(A)痰飲，苓桂朮甘湯 (B)溢飲，大青龍湯 (C)支飲，金匱腎氣丸 (D)懸飲，沙參麥冬湯",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
56,"有關清代李用梓《證治匯補》對飲症治療次第的敘述，下列何者正確？
(A)初宜發汗，次宜健脾 (B)初宜分消，次宜調養
(C)虛宜補肝，久宜暖腎 (D)虛宜補中，久宜溫肺",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
57,"36 歲男性患者，因小便頻急前來就診，尿色淡紅，疼痛澀滯，腰酸膝軟，神疲乏力，舌淡紅，脈細
數，應處以下列何方？
(A)程氏萆薢分清飲 (B)小薊飲子合導赤散 (C)沉香散 (D)補中益氣湯",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
58,"有關「淋證」中諸淋的敘述，下列何者錯誤？
(A)小便頻急，淋漓澀痛，小便拘急，痛引腰腹，為諸淋的基本特徵
(B)氣淋的特色為脘腹滿悶脹痛，遇勞倦即加重或誘發，小便澀痛不顯著
(C)熱淋的特色為起病急，或伴發熱，小便赤熱疼痛
(D)膏淋的特色為小便澀痛，尿如脂膏或米泔水",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
59,"有關「厥證」的臨床辨證要點，下列敘述何者錯誤？
(A)分氣血 (B)辨虛實 (C)辨病因 (D)別男女",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
60,"有關「鬱證」與五臟關係的診斷與辨證，下列敘述何者錯誤？
(A)五臟致鬱的關係主要有肝失疏泄、脾失所養與腎失所藏
(B)氣鬱主要與肝有關
(C)痰鬱主要與脾有關
(D)因虛而起的鬱證可能與心有關
代號：1102
頁次：8－7",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
61,"有關痙病發病的病機雖有外感內傷之不同，但皆因下列何者所致？
(A)陰盛陽虛 (B)陽動而陰不濡 (C)脾虛肝旺 (D)肺熱葉焦",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
62,"下列何者為引起鶴膝風最主要的原因？
(A)血虛 (B)血瘀 (C)風邪 (D)腎虛",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
63,"某患者頭痛服用方藥「羌活、獨活、藁本、川芎、蔓荊子、炙甘草」後效佳，下列敘述何者最有可
能是患者出現的證候？
(A)頭痛時作，痛連項背，惡風畏寒，遇風尤甚 (B)頭痛而脹，甚頭痛欲裂，口渴欲飲
(C)頭痛如裹，肢體困重，納呆胸悶 (D)頭痛昏蒙，胸脘滿悶，嘔噁痰涎",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
64,"某 35 歲男性患者，主訴盜汗嚴重，心中煩熱，手足掌皆有熱感，面有潮熱泛紅，口渴。診其舌紅
少苔，脈細數，處以下列何方最為適宜？
(A)玉屏風散 (B)當歸六黃湯 (C)加味逍遙散 (D)六味地黃丸",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
65,"有關六經辨證中「少陽病」之敘述，下列何者錯誤？
(A)其病機為正氣較弱，邪入結於膽腑，氣機不暢，升降不利
(B)傳入陽明則成裏證，傳入三陰則成寒實證
(C)兼有表證時可見發熱惡寒，肢節煩疼等症
(D)兼有陽明裏證時可見脘腹滿痛，便秘不通等症",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
66,"有關《痰飲病》的論述，下列何者錯誤？
(A)《內經》已有飲積及痰飲之名
(B)《景岳全書》論及飲清澈而痰稠黏之說法
(C)張仲景將痰飲分為痰飲、懸飲、溢飲、支飲
(D)痰飲的形成，多因外感或內傷導致臟腑氣機抑遏，無以溫運水濕所致",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
67,"皮膚出現初起如粟如米，根腳堅硬，麻木或發癢，頂白而痛者的病灶，屬下列何者？
(A)癰 (B)疽 (C)疔 (D)癤",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
68,"某患者臥床多年，精神頹廢，語音低微斷續，今晨發現該患者突然精神好轉，語音清亮，並且食量
突增，下列病機何者最適宜？
(A)陰虛陽亢 (B)陰盛格陽 (C)陰陽兩虛 (D)臟腑精氣將絕",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
69,"臨床出現舌苔黑且芒刺乾焦起裂，舌體正常不瘦，下列診斷何者最適宜？
(A)陰陽兩虛型 (B)陰虛內熱型 (C)腎虧型 (D)熱極耗陰型",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
70,"有關外感發熱與內傷發熱的區別，下列何者錯誤？
(A)外感發病急驟，內傷發病緩慢 (B)外感手背熱甚於手心，內傷手心熱甚於手背
(C)外感腹部熱甚於背部，內傷背部熱甚於腹部 (D)外感惡寒加衣被不減，內傷惡寒得衣被則減",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
71,"下列述敘何者最合乎寒痞的症狀？
(A)胸滿而不痛，胸冷、咳吐涎沫 (B)胸滿而痛，情懷不暢
(C)胸滿而不痛，少氣呼吸不暢 (D)胸滿而痛，痛徹背而喘滿
代號：1102
頁次：8－8",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
72,"素患鄭聲的病人，日前因外感風寒，有高燒、惡寒、無汗、脈浮緊的症狀，下列辨證何者最適當？
(A)真虛假實 (B)真實假虛 (C)本虛標實 (D)內實外虛",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
73,"有關平人脈象與四時平脈的敘述，下列何者錯誤？
(A)脈象不浮不沉是平人脈象特徵之一
(B)春日始，天氣漸暖，熱力漸高，氣血漸活，故脈浮滑帶長而象弦
(C)夏日天氣炎熱，熱力漲極，氣血融活而散，故其脈浮大而弦
(D)秋日天氣漸涼，溫度漸減，氣血漸凝漸斂，故脈浮濇而短，往來濇滯",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
74,"腧穴按診法是藉由按壓身體上特定穴位的反應，來判斷其相關內臟疾病的診斷方法，臨床上腸癰之
壓痛點常出現在下列那一穴位？
(A)上巨虛穴 (B)足三里穴 (C)衝陽穴 (D)太衝穴",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
75,"依《敖氏傷寒金鏡錄》，「舌尖白根黃」可用何法治之？
(A)宜解表，然後方可攻之 (B)宜表裏並解
(C)宜下之 (D)宜清熱祛濕",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
76,"下列何者最不可能是「痰留胸脅」的臨床表現？
(A)胸脅疼痛 (B)氣急 (C)咳出痰涎 (D)眩暈",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
77,"一患者的症狀有潮熱、譫語、腹脹滿堅硬而拒按、便秘、舌苔焦黃、脈沉實有力，此患者的診斷，
下列何者最適宜？
(A)太陽陽明合病 (B)陽明經證 (C)陽明腑證 (D)少陽陽明合病",C,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
78,"有關「傷寒與溫病」之敘述，下列何者最不適宜？
(A)傷寒、溫病都是外感熱病，由外邪侵入人體而引起
(B)二者在西醫學中主要為急性傳染病，並包括以發熱為主症，由細菌或病毒引起之疾病
(C)六經辨證理論源於張仲景，而衛氣營血辨證源於葉天士
(D)二者均以惡寒為主症，由惡寒情況可分析邪正相爭之勢",D,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
79,"有關熱邪壅肺證之敘述，下列何者錯誤？
(A)以咳嗽、氣喘、痰黃、高熱為主症 (B)身熱惡風，口渴煩躁為兼症
(C)舌象可見舌紅苔黃 (D)脈象可見滑數脈",B,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
80,"43 歲婦女主訴失眠一月餘，伴隨多夢心悸，眩暈健忘，納少便溏，白天精神倦怠，半年來月經一直
持續點滴不盡，舌質淡嫩，脈細弱，下列證型何者最適宜？
(A)心脾兩虛 (B)心肝血虛 (C)肝腎陰虛 (D)心腎不交",A,105-中醫臨床醫學（一）（包括傷寒論（學）、溫病學、金匱要略、中醫證治學、中醫診斷學）.csv
1,"有關中醫外科的調治之法，下列何者最正確？
(A)腫瘍內將成膿，總以補托為第一要務
(B)外瘍潰後，有火宜清，當用大劑涼血
(C)外風時熱，其證多在頸項腮頤等處，治必寒涼泄熱，行氣軟堅
(D)瘍之為病，氣血壅滯，消腫止痛，首推行血行氣",D,105-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
2,"有關中醫外科選方用藥時的引經用藥，下列何者錯誤？
(A)手厥陰經用獨活、知母、細辛 (B)足陽明經用白芷、升麻、石膏
(C)手陽明經用升麻、石膏、葛根 (D)足少陽經用柴胡、青皮",A,105-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
3,"有關中醫外科開刀法的敘述，下列何者錯誤？
(A)一般瘡瘍，宜循絡直開，刀頭向上，免傷血絡
(B)手指膿腫，從正上方切開，免生瘢疤
(C)膿淺而深切，則內膿雖出，而好肉受傷
(D)膿熟而遲不切開，則腐爛加深，瘡口難歛",B,105-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
4,"有關腫瘍的治療，腫瘍初起宜用下列何法？
(A)透托 (B)消散 (C)補托 (D)補益",B,105-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
5,"有關「舌疳」的敘述，下列何者錯誤？
(A)別名：舌菌 (B)起因為心脾毒火上升，結於舌部而生
(C)初起腫赤時，服「導赤散」加黃連 (D)治法雖多，預後良好",D,105-中醫臨床醫學（三）（包括中醫外科學、中醫傷科學、中醫五官科學）.csv
